元の番号,分類番号,単語,和訳,分類語源,一つ目の語源,一つ目の語源の長さ,二つ目の語源,二つ目の語源の長さ,三つ目の語源,三つ目の語源の長さ,参考,参考の長さ,,,,,,,,,,,,
2682,284,script,台本、文字,scribe_script(書く),script(書く),10,,0,,0,古期フランス語のescrit(書かれたもの)に由来します。,29,,,,,,,,,,,,
2683,284,subscribe,定期購読する,scribe_script(書く),sub(下),6,scribere(書く),12,,0,原義はラテン語のsubscribere(書類の下にサインをする)です。,35,,,,,,,,,,,,
2684,284,transcribe,文字に起こす,scribe_script(書く),trans(超える),10,scribere(書く),12,,0,原義はラテン語のtranscribere(転写する)です。,29,,,,,,,,,,,,
2685,284,,,scribe_script(書く),,0,,0,,0,,0,,,,,,,,,,,,
2686,285,disseminate,情報を広める,se_sem(種),dis(全方向に),9,seminare(繁殖させる),15,,0,,0,,,,,,,,,,,,
2687,285,insemination,受精,se_sem(種),in(中),5,semen(種),8,,0,原義はラテン語のinseminare(植え付ける)です。,28,,,,,,,,,,,,
2688,285,season,季節、味付けする,se_sem(種),se(種),5,,0,,0,ラテン語のsationem(種を蒔くこと)に由来します。,28,,,,,,,,,,,,
2689,285,seed,種,se_sem(種),se(種),5,,0,,0,古英語のse(種を蒔くこと)に由来します。,21,,,,,,,,,,,,
2690,285,semen,精液,se_sem(種),sem(種),6,,0,,0,ラテン語のsemen(植物・動物の種)に由来します。,26,,,,,,,,,,,,
2691,285,seminal,発展性のある,se_sem(種),sem(種),6,,0,,0,ラテン語のsemen(種)に由来します。,20,,,,,,,,,,,,
2692,285,seminar,ゼミナール,se_sem(種),seminarium(繁殖地),15,,0,,0,,0,,,,,,,,,,,,
2693,285,seminary,神学校,se_sem(種),seminarium(繁殖地),15,,0,,0,,0,,,,,,,,,,,,
2694,285,sow,種をまく,se_sem(種),se(種),5,,0,,0,古英語のsawan(地面に種をまく)に由来します。,25,,,,,,,,,,,,
2695,285,,,se_sem(種),,0,,0,,0,,0,,,,,,,,,,,,
2696,286,dissect,解剖する,sect(切る),dis(離れる),8,secare(切る),10,,0,原義はラテン語のdissecare(切り刻む)です。,26,,,,,,,,,,,,
2697,286,insect,昆虫,sect(切る),in(中),5,secare(切る),10,,0,原義はラテン語のinsectum(切れ込みのある動物)です。,30,,,,,,,,,,,,
2698,286,intersect,交差する,sect(切る),inter(間),8,secare(切る),10,,0,原義はラテン語のintersecare(分断する)です。,28,,,,,,,,,,,,
2699,286,section,部分,sect(切る),secare(切る),10,,0,,0,,0,,,,,,,,,,,,
2700,286,sector,組織の部門,sect(切る),secare(切る),10,,0,,0,原義はラテン語のsector(円の一部分)です。,24,,,,,,,,,,,,
2701,286,transect,横断する,sect(切る),trans(超える),10,secare(切る),10,,0,,0,,,,,,,,,,,,
2702,286,,,sect(切る),,0,,0,,0,,0,,,,,,,,,,,,
2703,287,assess,評価する,sed_sess_sirge(座る),ad(方向),6,sedere(座る),10,,0,原義はadsidere(隣に座る)です。,20,これは隣に座って税金を決める手伝いをするためです,同義語はjudgeです,,,,,,,,,,
2704,287,beset,問題に直面させる,sed_sess_sirge(座る),be(周囲),6,set(座る),7,,0,,0,,,,,,,,,,,,
2705,287,obsess,悩ませる,sed_sess_sirge(座る),ob(反対),6,sedere(座る),10,,0,原義はラテン語のobsidere(占有する)です。,25,,,,,,,,,,,,
2706,287,possess,所有する,sed_sess_sirge(座る),potis(力を持つ),11,sedere(座る),10,,0,原義はラテン語のpossidere(支配する)です。,26,,,,,,,,,,,,
2707,287,preside,司会を務める,sed_sess_sirge(座る),prae(前),7,sedere(座る),10,,0,原義はラテン語のpraesidere(管理する)です。,27,,,,,,,,,,,,
2708,287,president,大統領,sed_sess_sirge(座る),praesidere(管理する),16,,0,,0,,0,,,,,,,,,,,,
2709,287,reside,住む,sed_sess_sirge(座る),re(後ろ),6,sedere(座る),10,,0,原義はラテン語のresidere(休む)です。,23,,,,,,,,,,,,
2710,287,residence,屋敷,sed_sess_sirge(座る),re(後ろ),6,sedere(座る),10,,0,,0,,,,,,,,,,,,
2711,287,resident,居住者,sed_sess_sirge(座る),re(後ろ),6,sedere(座る),10,,0,,0,,,,,,,,,,,,
2712,287,sedative,鎮痛剤,sed_sess_sirge(座る),sedere(座る),10,,0,,0,原義は中期ラテン語のsedativus(落ち着かせる)です。,30,,,,,,,,,,,,
2713,287,sedentary,座った状態の,sed_sess_sirge(座る),sedere(座る),10,,0,,0,原義はラテン語のsedentarius(一つの場所にとどまる)です。,34,,,,,,,,,,,,
2714,287,sediment,沈殿物,sed_sess_sirge(座る),sedere(座る),10,,0,,0,,0,,,,,,,,,,,,
2715,287,session,特定の集団活動の時間,sed_sess_sirge(座る),sedere(座る),10,,0,,0,,0,,,,,,,,,,,,
2716,287,set,置く,sed_sess_sirge(座る),sed(座る),7,,0,,0,,0,,,,,,,,,,,,
2717,287,settle,議論を終わらせる,sed_sess_sirge(座る),setl(席),7,,0,,0,,0,,,,,,,,,,,,
2718,287,siege,包囲,sed_sess_sirge(座る),sedere(座る),10,,0,,0,,0,,,,,,,,,,,,
2719,287,subsidy,補助金,sed_sess_sirge(座る),sub(下),6,sedere(座る),10,,0,原義はラテン語のsubsidium(援助)です。,24,,,,,,,,,,,,
2720,287,,,sed_sess_sirge(座る),,0,,0,,0,,0,,,,,,,,,,,,
2721,288,assent,同意する,sens_sent(感じる),ad(方向),6,sentire(感じる),12,,0,,0,,,,,,,,,,,,
2722,288,consensus,総意,sens_sent(感じる),consent(同意する),13,,0,,0,,0,,,,,,,,,,,,
2723,288,consent,同意する,sens_sent(感じる),com(一緒),7,sentire(感じる),12,,0,,0,,,,,,,,,,,,
2724,288,dissent,反対する,sens_sent(感じる),dis(異なる),8,sentire(感じる),12,,0,,0,,,,,,,,,,,,
2725,288,nonsense,バカな考え,sens_sent(感じる),non(否定),7,sense(感覚),9,,0,,0,,,,,,,,,,,,
2726,288,resent,怒る,sens_sent(感じる),re(強調),6,sentire(感じる),12,,0,原義は古期フランス語のressentir(痛みを感じる)です。,31,,,,,,,,,,,,
2727,288,scent,匂い,sens_sent(感じる),sentire(感じる),12,,0,,0,,0,,,,,,,,,,,,
2728,288,sensational,衝撃的な,sens_sent(感じる),sensation(感覚),13,,0,,0,,0,,,,,,,,,,,,
2729,288,sense,感覚,sens_sent(感じる),sentire(感じる),12,,0,,0,,0,,,,,,,,,,,,
2730,288,sensitive,理解力のある、傷つきやすい,sens_sent(感じる),sentire(感じる),12,,0,,0,,0,,,,,,,,,,,,
2731,288,sensor,センサー,sens_sent(感じる),"sens,sent(感じる)",14,,0,,0,,0,,,,,,,,,,,,
2732,288,sensory,感覚の,sens_sent(感じる),sens(感じる),9,,0,,0,ラテン語のsentire(感じる)に由来します。,24,,,,,,,,,,,,
2733,288,sensual,肉体の,sens_sent(感じる),sens(感じる),9,,0,,0,後期ラテン語のsensualis(感覚に恵まれた)に由来します。,32,,,,,,,,,,,,
2734,288,sensuous,気持ちの良い,sens_sent(感じる),sensus(感覚),10,,0,,0,,0,,,,,,,,,,,,
2735,288,sentence,文章、判決,sens_sent(感じる),sentire(感じる),12,,0,,0,,0,,,,,,,,,,,,
2736,288,sentimental,感傷的な,sens_sent(感じる),sentiment(感情),13,,0,,0,,0,,,,,,,,,,,,
2737,288,,,sens_sent(感じる),,0,,0,,0,,0,,,,,,,,,,,,
2738,289,absent,不在の,sent(存在),ab(離れる),7,esse(存在する),10,,0,,0,,,,,,,,,,,,
2739,289,essence,本質,sent(存在),esse(存在する),10,,0,,0,,0,,,,,,,,,,,,
2740,289,essential,必須の,sent(存在),essentia(本質),12,,0,,0,,0,,,,,,,,,,,,
2741,289,interest,興味,sent(存在),inter(間),8,esse(存在する),10,,0,,0,,,,,,,,,,,,
2742,289,present,現在の、出席して,sent(存在),prae(前),7,esse(存在する),10,,0,,0,,,,,,,,,,,,
2743,289,presentation,発表,sent(存在),present(発表する),13,,0,,0,,0,,,,,,,,,,,,
2744,289,represent,代表する,sent(存在),re(強調),6,praesentare(現れる),16,,0,,0,,,,,,,,,,,,
2745,289,representative,代理人,sent(存在),represent(代表する),15,,0,,0,,0,,,,,,,,,,,,
2746,289,,,sent(存在),,0,,0,,0,,0,,,,,,,,,,,,
2747,290,consequence,結果,sequ_sec_sue(続く),com(一緒),7,sequi(続く),9,,0,,0,,,,,,,,,,,,
2748,290,ensue,続く,sequ_sec_sue(続く),in(中),5,sequi(続く),9,,0,,0,,,,,,,,,,,,
2749,290,execute,処刑する,sequ_sec_sue(続く),ex(外),5,sequi(続く),9,,0,原義はラテン語のexsequi(墓へ続く)です。,24,,,,,,,,,,,,
2750,290,persecute,迫害する,sequ_sec_sue(続く),per(通じて),8,sequi(続く),9,,0,原義はラテン語のpersequi(追い詰める)です。,26,,,,,,,,,,,,
2751,290,prosecute,起訴する,sequ_sec_sue(続く),pro(前),6,sequi(続ける),10,,0,原義はラテン語のprosequi(付け狙う)です。,25,,,,,,,,,,,,
2752,290,pursue,活動を続ける,sequ_sec_sue(続く),pro(前),6,sequi(あとを追う),12,,0,,0,,,,,,,,,,,,
2753,290,second,第二の,sequ_sec_sue(続く),sec(続く),7,,0,,0,ラテン語のsecundus(次に続く)に由来します。,26,,,,,,,,,,,,
2754,290,sect,宗派,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2755,290,sequel,続編,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2756,290,sequence,続くこと、順序,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2757,290,sequential,順番を追った,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2758,290,subsequent,他の次に生じる,sequ_sec_sue(続く),sub(近く),7,sequi(続く),9,,0,,0,,,,,,,,,,,,
2759,290,sue,訴える,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2760,290,suit,スーツ、訴訟,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2761,290,suite,スウィートルーム,sequ_sec_sue(続く),sequi(続く),9,,0,,0,,0,,,,,,,,,,,,
2762,290,,,sequ_sec_sue(続く),,0,,0,,0,,0,,,,,,,,,,,,
2763,291,assert,主張する,sert(入れる、結ぶ),ad(方向),6,serere(つなぐ),11,,0,,0,,,,,,,,,,,,
2764,291,desert,砂漠、見捨てる,sert(入れる、結ぶ),de(しない),7,serere(つなぐ),11,,0,原義はラテン語のdesertum(見捨てられたもの)です。,29,,,,,,,,,,,,
2765,291,exert,力を使う,sert(入れる、結ぶ),ex(外),5,serere(つなぐ),11,,0,原義はラテン語のexserere(押し付ける)です。,26,,,,,,,,,,,,
2766,291,insert,挿入する,sert(入れる、結ぶ),in(中),5,serere(つなぐ),11,,0,,0,,,,,,,,,,,,
2767,291,serial,連続の,sert(入れる、結ぶ),series(続くこと),12,,0,,0,,0,,,,,,,,,,,,
2768,291,series,続くこと,sert(入れる、結ぶ),serere(つなぐ),11,,0,,0,原義はラテン語のseries(列)です。,20,,,,,,,,,,,,
2769,291,,,sert(入れる、結ぶ),,0,,0,,0,,0,,,,,,,,,,,,
2770,292,conservative,保守的な,serv(従う),conserve(保存する),14,,0,,0,,0,,,,,,,,,,,,
2771,292,conserve,保存する,serv(従う),com(強調),7,servare(保つ),11,,0,,0,,,,,,,,,,,,
2772,292,dessert,デザート,serv(従う),des(取り除く),9,servir(給仕する),12,,0,原義は中期フランス語のdesservir(テーブルのお皿を片付ける)です。,37,デザートは最後のコースなので、その前にすべてのお皿を片付ける必要があるからです,,,,,,,,,,,
2773,292,deserve,価値がある,serv(従う),de(完全に),7,servire(従える),12,,0,原義はラテン語のdeservire(よく仕える)です。,27,,,,,,,,,,,,
2774,292,observe,観察する,serv(従う),ob(前),5,servare(保つ),11,,0,原義はラテン語のobservare(見守る)です。,25,,,,,,,,,,,,
2775,292,preserve,保存する,serv(従う),prae(前),7,servare(保つ),11,,0,,0,,,,,,,,,,,,
2776,292,reserve,予約する、取っておく,serv(従う),re(後ろ),6,servare(保つ),11,,0,原義はラテン語のreservare(取っておく)です。,27,,,,,,,,,,,,
2777,292,servant,召使い,serv(従う),servir(仕える),11,,0,,0,,0,,,,,,,,,,,,
2778,292,sergeant,軍曹,serv(従う),servire(仕える),12,,0,,0,,0,,,,,,,,,,,,
2779,292,serve,仕える,serv(従う),servire(仕える),12,,0,,0,,0,,,,,,,,,,,,
2780,292,server,給仕人、サーバー,serv(従う),servire(仕える),12,,0,,0,,0,,,,,,,,,,,,
2781,292,service,公益事業、サービス,serv(従う),servus(奴隷),10,,0,,0,,0,,,,,,,,,,,,
2782,292,servile,奴隷の,serv(従う),servus(奴隷),10,,0,,0,,0,,,,,,,,,,,,
2783,292,servitude,懲役,serv(従う),servus(奴隷),10,,0,,0,,0,,,,,,,,,,,,
2784,292,,,serv(従う),,0,,0,,0,,0,,,,,,,,,,,,
2785,293,assign,割り当てる,sign(印),ad(方向),6,signare(署名する),13,,0,,0,,,,,,,,,,,,
2786,293,consign,渡す,sign(印),com(一緒),7,signare(署名する),13,,0,,0,,,,,,,,,,,,
2787,293,consignee,荷受人,sign(印),sign(印),7,,0,,0,ラテン語のconsignare(封をする)に由来します。,28,,,,,,,,,,,,
2788,293,design,設計する,sign(印),de(外),5,signare(印をつける),14,,0,,0,,,,,,,,,,,,
2789,293,designate,示す,sign(印),sign(印),7,,0,,0,ラテン語のdesignare(線を引く)に由来します。,27,,,,,,,,,,,,
2790,293,sign,標識、身振り,sign(印),sign(印),7,,0,,0,ラテン語のsignum(目印)に由来します。,22,,,,,,,,,,,,
2791,293,signal,信号,sign(印),sign(印),7,,0,,0,ラテン語のsignum(目印)に由来します。,22,,,,,,,,,,,,
2792,293,signature,署名する,sign(印),signare(署名する),13,,0,,0,,0,,,,,,,,,,,,
2793,293,significant,重要な,sign(印),significare(指し示す),17,,0,,0,,0,,,,,,,,,,,,
2794,293,signify,表す,sign(印),signum(目印),10,facere(する),10,,0,,0,,,,,,,,,,,,
2795,293,resign,辞職する,sign(印),signare(署名する),13,,0,,0,,0,,,,,,,,,,,,
2796,293,,,sign(印),,0,,0,,0,,0,,,,,,,,,,,,
2797,294,assemble,人を集める、部品を組み立てる,simil_simul(似ている),ad(方向),6,simulare(真似る),13,,0,,0,,,,,,,,,,,,
2798,294,assembly,集会,simil_simul(似ている),ad(方向),6,simulare(真似る),13,,0,,0,,,,,,,,,,,,
2799,294,assimilate,知識を吸収する、同化する,simil_simul(似ている),ad(方向),6,simulare(同じにする),15,,0,原義はラテン語のassmililare(真似る)です。,27,,,,,,,,,,,,
2800,294,facsimile,ファックス,simil_simul(似ている),facere(作る),10,similis(似ている),13,,0,,0,,,,,,,,,,,,
2801,294,resemble,似ている,simil_simul(似ている),re(強調),6,sember(似ている),12,,0,,0,,,,,,,,,,,,
2802,294,similar,似ている,simil_simul(似ている),similis(似ている),13,,0,,0,,0,,,,,,,,,,,,
2803,294,simile,直喩,simil_simul(似ている),simil(似ている),11,,0,,0,ラテン語のsimile(似ていること)に由来します。,26,,,,,,,,,,,,
2804,294,simulate,模倣する,simil_simul(似ている),simulare(真似る),13,,0,,0,,0,,,,,,,,,,,,
2805,294,simulation,模擬実験,simil_simul(似ている),simulate(模倣する),14,,0,,0,,0,,,,,,,,,,,,
2806,294,simultaneous,同時の,simil_simul(似ている),simultim(同時の),13,,0,,0,,0,,,,,,,,,,,,
2807,294,,,simil_simul(似ている),,0,,0,,0,,0,,,,,,,,,,,,
2808,295,assist,手伝う,sist(立つ),ad(方向),6,sistere(立つ),11,,0,,0,,,,,,,,,,,,
2809,295,consist,成り立っている,sist(立つ),com(一緒),7,sistare(立つ),11,,0,原義はラテン語のconsistare(立っている)です。,28,,,,,,,,,,,,
2810,295,consistent,一貫した,sist(立つ),consistare(しっかりと立つ),19,,0,,0,,0,,,,,,,,,,,,
2811,295,exist,存在する,sist(立つ),ex(外),5,sistere(立つ),11,,0,原義はラテン語のexistere(現れる)です。,24,,,,,,,,,,,,
2812,295,insist,主張する,sist(立つ),in(上),5,sistere(立場をはっきりさせる),19,,0,原義はラテン語のinsistere(立場を明確にする)です。,30,,,,,,,,,,,,
2813,295,persist,こだわる,sist(立つ),per(完全に),8,sistere(立ち止まる),14,,0,原義はラテン語のpersistere(しっかりと続ける)です。,31,,,,,,,,,,,,
2814,295,persistent,しつこい,sist(立つ),presistere(しっかりと続ける),20,,0,,0,,0,,,,,,,,,,,,
2815,295,resist,抵抗する,sist(立つ),re(対抗),6,sistere(態度をとる),14,,0,原義はラテン語のresistere(反対の立場をとる)です。,30,,,,,,,,,,,,
2816,295,resistant,耐性のある,sist(立つ),resistere(反対する),15,,0,,0,,0,,,,,,,,,,,,
2817,295,subsist,生き抜く,sist(立つ),sub(下から),8,sistere(立場をとる),14,,0,原義はラテン語のsubsistere(じっと立つ)です。,28,底辺でじっと耐え忍ぶイメージですね,,,,,,,,,,,
2818,295,subsistence,ギリギリの生活,sist(立つ),subsistere(じっと立つ),17,,0,,0,,0,,,,,,,,,,,,
2819,295,,,sist(立つ),,0,,0,,0,,0,,,,,,,,,,,,
2820,296,associate,連想する,soc(仲間),ad(方向),6,sociare(結びつく),13,,0,原義はラテン語のassociare(仲間に加わる)です。,28,,,,,,,,,,,,
2821,296,dissociate,同意しない,soc(仲間),dis(離れる),8,sociare(仲間になる),14,,0,,0,,,,,,,,,,,,
2822,296,sociable,社交的な,soc(仲間),sociabilis(親密な),15,,0,,0,,0,,,,,,,,,,,,
2823,296,social,社会の,soc(仲間),socius(仲間),10,,0,,0,,0,,,,,,,,,,,,
2824,296,socialism,社会主義,soc(仲間),social(社会の),11,ism(主義),7,,0,,0,,,,,,,,,,,,
2825,296,society,社会,soc(仲間),socius(仲間),10,,0,,0,,0,,,,,,,,,,,,
2826,296,sociology,社会学,soc(仲間),socius(仲間),10,logia(学問),9,,0,,0,,,,,,,,,,,,
2827,296,,,soc(仲間),,0,,0,,0,,0,,,,,,,,,,,,
2828,297,consolidate,合併する,sol(固い),com(一緒),7,solidare(固くする),14,,0,原義はラテン語のconsolidare(硬くする)です。,28,,,,,,,,,,,,
2829,297,solder,はんだ,sol(固い),solidare(固くする),14,,0,,0,,0,,,,,,,,,,,,
2830,297,soldier,軍人,sol(固い),solidus(古代ローマの金貨),17,,0,,0,,0,,,,,,,,,,,,
2831,297,solid,固体の,sol(固い),solidus(固い),11,,0,,0,,0,,,,,,,,,,,,
2832,297,,,sol(固い),,0,,0,,0,,0,,,,,,,,,,,,
2833,298,parasol,日傘,sol(太陽),para(防ぐ),8,sole(太陽),8,,0,,0,,,,,,,,,,,,
2834,298,solar,太陽の,sol(太陽),sol(太陽),7,,0,,0,,0,,,,,,,,,,,,
